LINEUP	TM	MIN	PTS	2PTM	2PTA	2PT%	FGM	FGA	FG%	3PTM	3PTA	3PT%	FTM	FTA	FT%	OR	DR	TR	AST	TO	ST	BLK	BLKA	PF	DF	VAL	+ / -
D. Schroder, J. Poeltl, P. Siakam, J. McDaniels, G. Dick	TOR	2	4	2	2	100	2	3	66.7	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	-2
G. Temple, C. Boucher, J. McDaniels, J. Freeman-Liberty, G. Dick	TOR	2	2	1	3	33.33333333	1	4	25	0	1	0	0	0	0	1	1	2	0	1	2	0	0	0	0	0	2
T. Young, D. Schroder, C. Boucher, R. Barrett, I. Quickley	TOR	2	4	2	2	100	2	2	100	0	0	0	0	0	0	0	2	2	2	2	0	0	0	0	0	0	-3
B. Brown, R. Barrett, J. Nwora, O. Agbaji, M. Williams	TOR	2	2	1	4	25	1	4	25	0	0	0	0	0	0	1	2	3	0	1	1	2	0	0	0	0	0
C. Boucher, G. Trent Jr., R. Barrett, I. Quickley, G. Dick	TOR	2	6	2	2	100	2	2	100	0	0	0	2	2	100	0	1	1	2	1	0	0	0	1	1	0	4
O. Porter Jr., P. Siakam, O. Anunoby, G. Trent Jr., S. Barnes	TOR	2	5	1	1	100	2	3	66.7	1	2	50	0	0	0	0	2	2	2	0	0	0	0	0	0	0	2
J. Poeltl, B. Brown, G. Trent Jr., R. Barrett, S. Barnes	TOR	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	-9
J. Poeltl, B. Brown, I. Quickley, D. Carton, G. Dick	TOR	2	6	0	1	0	2	3	66.7	2	2	100	0	0	0	0	0	0	2	1	0	1	0	2	0	0	-1
P. Siakam, O. Anunoby, C. Boucher, M. Flynn, S. Barnes	TOR	2	2	1	1	100	1	3	33.3	0	2	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	-4
D. Schroder, J. Porter, G. Trent Jr., R. Barrett, J. McDaniels	TOR	2	5	0	0	0	1	2	50	1	2	50	2	2	100	0	2	2	1	2	0	0	0	1	1	0	1
B. Brown, J. Nwora, J. Freeman-Liberty, M. Gueye, G. Dick	TOR	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	-6
G. Temple, J. Porter, O. Agbaji, J. Freeman-Liberty, G. Dick	TOR	2	5	1	1	100	2	4	50	1	3	33.3	0	0	0	1	2	3	2	0	1	0	1	1	0	0	5
K. Olynyk, G. Trent Jr., J. McDaniels, J. Freeman-Liberty, G. Dick	TOR	2	7	2	2	100	3	3	100	1	1	100	0	1	0	0	1	1	3	0	1	0	0	0	1	0	4
K. Olynyk, R. Barrett, O. Agbaji, J. Freeman-Liberty, G. Dick	TOR	2	3	1	3	33.33333333	1	3	33.3	0	0	0	1	2	50	0	0	0	1	0	0	0	1	1	1	0	-6
T. Young, D. Schroder, P. Siakam, G. Trent Jr., R. Barrett	TOR	2	10	1	1	100	3	3	100	2	2	100	2	2	100	0	1	1	2	0	0	0	0	1	2	0	6
B. Brown, J. Porter, J. Nwora, I. Quickley, G. Dick	TOR	2	0	0	3	0	0	3	0	0	0	0	0	0	0	1	1	2	0	2	1	0	1	0	0	0	-6
C. Boucher, G. Trent Jr., J. McDaniels, P. Achiuwa, M. Flynn	TOR	2	5	1	3	33.33333333	2	5	40	1	2	50	0	0	0	2	1	3	2	0	0	0	0	0	1	0	3
G. Temple, B. Brown, R. Barrett, J. Freeman-Liberty, G. Dick	TOR	2	5	2	3	66.66666667	2	4	50	0	1	0	1	1	100	0	1	1	2	1	0	0	0	0	1	0	-2
G. Temple, J. McDaniels, I. Quickley, J. Freeman-Liberty, M. Williams	TOR	2	2	1	1	100	1	2	50	0	1	0	0	0	0	0	1	1	0	2	0	0	0	0	1	0	-6
T. Young, C. Boucher, G. Trent Jr., I. Quickley, S. Barnes	TOR	2	2	1	1	100	1	3	33.3	0	2	0	0	0	0	0	2	2	1	1	0	0	0	0	1	0	0
T. Young, D. Schroder, P. Siakam, C. Boucher, J. McDaniels	TOR	2	5	2	2	100	2	2	100	0	0	0	1	2	50	0	0	0	1	1	1	0	0	1	1	0	-2
D. Schroder, J. Poeltl, C. Boucher, G. Trent Jr., I. Quickley	TOR	2	6	2	2	100	2	3	66.7	0	1	0	2	3	66.7	0	1	1	1	0	2	0	0	2	3	0	6
B. Brown, G. Trent Jr., J. Ramsey, M. Gueye, G. Dick	TOR	2	4	0	1	0	1	2	50	1	1	100	1	2	50	0	0	0	1	0	1	0	0	0	2	0	0
J. Poeltl, B. Brown, G. Trent Jr., J. Nwora, I. Quickley	TOR	2	3	0	0	0	1	3	33.3	1	3	33.3	0	0	0	0	1	1	1	0	0	0	0	0	0	0	-1
T. Young, D. Schroder, B. Brown, G. Trent Jr., J. Nwora	TOR	2	3	0	2	0	0	3	0	0	1	0	3	4	75	2	0	2	0	0	0	0	1	0	2	0	-4
D. Schroder, P. Siakam, C. Boucher, J. McDaniels, S. Barnes	TOR	2	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	-8
K. Olynyk, B. Brown, G. Trent Jr., J. Ramsey, I. Quickley	TOR	2	5	1	1	100	2	3	66.7	1	2	50	0	0	0	0	1	1	2	0	1	0	0	1	0	0	3
O. Anunoby, J. McDaniels, P. Achiuwa, M. Flynn, S. Barnes	TOR	2	3	0	2	0	1	4	25	1	2	50	0	0	0	0	0	0	1	0	1	0	2	1	0	0	-1
B. Brown, J. Nwora, O. Agbaji, J. Freeman-Liberty, M. Gueye	TOR	2	2	1	2	50	1	2	50	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-3
G. Temple, B. Brown, R. Barrett, I. Quickley, G. Dick	TOR	2	5	1	3	33.33333333	2	4	50	1	1	100	0	0	0	0	2	2	2	1	0	0	1	2	0	0	4
B. Brown, J. McDaniels, J. Nwora, J. Freeman-Liberty, M. Williams	TOR	2	3	0	1	0	1	3	33.3	1	2	50	0	0	0	1	2	3	1	0	0	0	0	0	0	0	1
C. Boucher, G. Trent Jr., J. McDaniels, S. Barnes, G. Dick	TOR	2	4	2	2	100	2	2	100	0	0	0	0	0	0	0	1	1	2	1	0	0	0	2	1	0	0
D. Schroder, O. Porter Jr., J. Poeltl, P. Siakam, J. McDaniels	TOR	2	6	3	3	100	3	3	100	0	0	0	0	0	0	0	4	4	2	1	0	0	0	0	0	0	6
O. Porter Jr., C. Boucher, G. Trent Jr., M. Flynn, G. Dick	TOR	2	5	1	1	100	2	2	100	1	1	100	0	0	0	0	0	0	2	1	1	0	0	0	2	0	-2
D. Schroder, J. Poeltl, B. Brown, G. Trent Jr., R. Barrett	TOR	2	5	1	2	50	2	3	66.7	1	1	100	0	0	0	0	1	1	2	1	1	0	0	2	0	0	1
D. Schroder, O. Porter Jr., J. Poeltl, G. Trent Jr., J. McDaniels	TOR	2	6	2	2	100	2	3	66.7	0	1	0	2	2	100	0	1	1	1	1	1	0	0	0	1	0	3
T. Young, D. Schroder, B. Brown, I. Quickley, G. Dick	TOR	2	1	0	0	0	0	3	0	0	3	0	1	2	50	2	0	2	0	2	0	0	1	0	1	0	-6
D. Schroder, O. Porter Jr., O. Anunoby, G. Trent Jr., P. Achiuwa	TOR	2	5	1	1	100	2	4	50	1	3	33.3	0	0	0	1	1	2	2	0	0	0	0	2	0	0	1
D. Schroder, J. Poeltl, B. Brown, R. Barrett, S. Barnes	TOR	2	2	1	1	100	1	1	100	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	-3
J. Nwora, J. Ramsey, O. Agbaji, J. Freeman-Liberty, M. Gueye	TOR	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	4	1	0	0	1	0	0	-5
T. Young, D. Schroder, C. Boucher, B. Brown, S. Barnes	TOR	2	3	0	2	0	1	4	25	1	2	50	0	0	0	1	0	1	1	0	0	0	1	2	0	0	-4
T. Young, B. Brown, G. Trent Jr., J. Nwora, S. Barnes	TOR	2	2	1	3	33.33333333	1	5	20	0	2	0	0	0	0	1	1	2	1	0	0	0	0	2	0	0	-8
D. Schroder, C. Boucher, P. Achiuwa, M. Flynn, S. Barnes	TOR	2	2	1	2	50	1	3	33.3	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	-2
G. Temple, B. Brown, O. Agbaji, J. Freeman-Liberty, M. Williams	TOR	2	6	2	3	66.66666667	2	3	66.7	0	0	0	2	2	100	0	1	1	1	0	0	0	0	2	1	0	4
G. Temple, J. McDaniels, J. Nwora, K. Lewis Jr., J. Freeman-Liberty	TOR	2	0	0	0	0	0	3	0	0	3	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	-4
D. Schroder, J. Porter, G. Trent Jr., R. Barrett, S. Barnes	TOR	2	9	3	3	100	4	4	100	1	1	100	0	0	0	0	0	0	3	0	1	0	0	1	1	0	5
P. Siakam, C. Boucher, G. Trent Jr., M. Flynn, S. Barnes	TOR	2	7	2	2	100	3	4	75	1	2	50	0	0	0	1	1	2	2	0	0	0	0	1	0	0	3
T. Young, D. Schroder, R. Barrett, S. Barnes, G. Dick	TOR	2	5	0	1	0	1	2	50	1	1	100	2	2	100	0	1	1	1	0	0	0	1	1	1	0	-1
D. Schroder, J. Poeltl, P. Siakam, M. Flynn, S. Barnes	TOR	2	4	2	2	100	2	3	66.7	0	1	0	0	0	0	1	2	3	2	1	0	0	0	1	1	0	1
C. Boucher, J. Porter, J. Nwora, S. Barnes, G. Dick	TOR	2	3	1	3	33.33333333	1	4	25	0	1	0	1	2	50	2	3	5	0	1	0	0	0	2	2	0	0
D. Schroder, J. Poeltl, C. Boucher, G. Trent Jr., M. Flynn	TOR	1	6	1	1	100	2	2	100	1	1	100	1	1	100	0	1	1	1	0	0	0	0	0	0	0	0
D. Schroder, O. Porter Jr., J. McDaniels, M. Flynn, S. Barnes	TOR	1	4	0	0	0	1	3	33.3	1	3	33.3	1	2	50	0	1	1	1	0	0	0	0	0	1	0	0
B. Brown, R. Barrett, O. Agbaji, J. Freeman-Liberty, M. Williams	TOR	1	3	1	1	100	1	2	50	0	1	0	1	1	100	0	1	1	0	1	0	0	0	2	2	0	-3
G. Temple, K. Olynyk, B. Brown, O. Agbaji, G. Dick	TOR	1	4	2	2	100	2	2	100	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	-2
T. Young, D. Schroder, C. Boucher, B. Brown, R. Barrett	TOR	1	0	0	1	0	0	4	0	0	3	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	-4
B. Brown, R. Barrett, J. McDaniels, J. Freeman-Liberty, G. Dick	TOR	1	0	0	3	0	0	4	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	-8
D. Schroder, O. Porter Jr., P. Siakam, C. Boucher, G. Trent Jr.	TOR	1	1	0	1	0	0	2	0	0	1	0	1	4	25	0	0	0	0	0	0	0	0	1	3	0	-6
K. Olynyk, G. Trent Jr., J. Ramsey, O. Agbaji, J. Freeman-Liberty	TOR	1	2	0	0	0	0	1	0	0	1	0	2	2	100	0	0	0	0	1	0	0	0	2	1	0	-2
P. Siakam, C. Boucher, R. Barrett, I. Quickley, S. Barnes	TOR	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	1	0	2	0	0	0	1	0	0	-9
K. Olynyk, B. Brown, J. Porter, G. Trent Jr., J. Ramsey	TOR	1	8	1	1	100	3	3	100	2	2	100	0	0	0	0	2	2	2	0	0	0	0	0	0	0	6
J. Porter, J. Nwora, O. Agbaji, D. Carton, G. Dick	TOR	1	4	2	3	66.66666667	2	3	66.7	0	0	0	0	0	0	0	1	1	1	0	0	1	0	2	0	0	0
K. Olynyk, B. Brown, G. Trent Jr., J. McDaniels, O. Agbaji	TOR	1	5	2	3	66.66666667	2	3	66.7	0	0	0	1	2	50	0	1	1	0	0	0	0	1	0	1	0	-2
O. Porter Jr., P. Siakam, P. Achiuwa, M. Flynn, S. Barnes	TOR	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2
D. Schroder, O. Anunoby, G. Trent Jr., S. Barnes, G. Dick	TOR	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	-2
B. Brown, J. Porter, G. Trent Jr., J. Nwora, J. Ramsey	TOR	1	4	1	2	50	1	2	50	0	0	0	2	2	100	0	2	2	1	0	0	0	0	0	1	0	2
B. Brown, J. Porter, G. Trent Jr., S. Barnes, G. Dick	TOR	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	-2
D. Schroder, J. Poeltl, G. Trent Jr., M. Flynn, S. Barnes	TOR	1	3	0	1	0	1	3	33.3	1	2	50	0	0	0	0	0	0	1	1	0	0	0	1	0	0	-1
J. Poeltl, P. Siakam, G. Trent Jr., M. Flynn, S. Barnes	TOR	1	6	1	1	100	1	2	50	0	1	0	4	4	100	0	2	2	0	1	1	0	0	1	2	0	5
K. Olynyk, B. Brown, G. Trent Jr., J. McDaniels, J. Freeman-Liberty	TOR	1	6	0	0	0	2	2	100	2	2	100	0	0	0	0	0	0	2	1	0	0	0	1	1	0	-1
O. Anunoby, G. Trent Jr., J. McDaniels, P. Achiuwa, S. Barnes	TOR	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	2	2	1	3	0	0	0	1	0	0	-2
B. Brown, J. Porter, J. McDaniels, O. Agbaji, G. Dick	TOR	1	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-6
D. Schroder, C. Boucher, J. Nwora, S. Barnes, G. Dick	TOR	1	4	2	4	50	2	4	50	0	0	0	0	0	0	2	1	3	1	1	0	0	0	0	0	0	2
D. Schroder, P. Siakam, C. Boucher, G. Trent Jr., J. McDaniels	TOR	1	5	2	2	100	2	3	66.7	0	1	0	1	1	100	0	1	1	0	0	0	0	0	1	1	0	3
J. Poeltl, G. Trent Jr., I. Quickley, O. Agbaji, S. Barnes	TOR	1	3	0	1	0	1	3	33.3	1	2	50	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1
B. Brown, G. Trent Jr., O. Agbaji, M. Gueye, G. Dick	TOR	1	2	0	0	0	0	2	0	0	2	0	2	2	100	1	0	1	0	1	0	1	0	1	1	0	-1
G. Temple, B. Brown, G. Trent Jr., R. Barrett, I. Quickley	TOR	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-4
C. Boucher, G. Trent Jr., O. Agbaji, J. Freeman-Liberty, G. Dick	TOR	1	3	0	0	0	1	2	50	1	2	50	0	0	0	0	2	2	1	1	0	0	0	0	0	0	3
D. Schroder, P. Siakam, O. Anunoby, C. Boucher, J. McDaniels	TOR	1	7	1	1	100	2	2	100	1	1	100	2	2	100	0	0	0	1	0	0	0	0	0	1	0	2
K. Olynyk, K. Simmons, B. Brown, G. Trent Jr., J. Nwora	TOR	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	-2
G. Temple, K. Olynyk, B. Brown, I. Quickley, G. Dick	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	-4
C. Boucher, J. McDaniels, J. Nwora, I. Quickley, O. Agbaji	TOR	1	6	0	0	0	2	2	100	2	2	100	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
J. Porter, J. McDaniels, J. Nwora, J. Ramsey, O. Agbaji	TOR	1	3	0	0	0	1	2	50	1	2	50	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
D. Schroder, R. Barrett, J. Nwora, S. Barnes, G. Dick	TOR	1	4	2	2	100	2	3	66.7	0	1	0	0	2	0	2	0	2	0	0	1	0	0	0	2	0	2
K. Olynyk, J. Nwora, J. Ramsey, J. Freeman-Liberty, G. Dick	TOR	1	2	0	1	0	0	2	0	0	1	0	2	2	100	0	1	1	0	0	0	0	0	2	1	0	1
O. Porter Jr., G. Trent Jr., J. McDaniels, M. Flynn, S. Barnes	TOR	1	0	0	2	0	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	-2
K. Olynyk, C. Boucher, R. Barrett, I. Quickley, J. Freeman-Liberty	TOR	1	7	2	2	100	3	4	75	1	2	50	0	0	0	1	1	2	1	0	0	0	0	0	1	0	7
D. Schroder, B. Brown, G. Trent Jr., I. Quickley, S. Barnes	TOR	1	1	0	0	0	0	0	0	0	0	0	1	2	50	0	1	1	0	1	0	0	0	1	1	0	-3
K. Simmons, J. McDaniels, J. Nwora, J. Freeman-Liberty, M. Gueye	TOR	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1
D. Schroder, J. Poeltl, P. Siakam, C. Boucher, R. Barrett	TOR	1	2	1	3	33.33333333	1	3	33.3	0	0	0	0	0	0	1	2	3	0	1	0	0	0	0	0	0	2
K. Olynyk, B. Brown, J. McDaniels, J. Nwora, J. Freeman-Liberty	TOR	1	0	0	2	0	0	2	0	0	0	0	0	0	0	1	1	2	0	2	0	0	1	1	0	0	-2
K. Olynyk, G. Trent Jr., R. Barrett, O. Agbaji, G. Dick	TOR	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	-5
T. Young, D. Schroder, J. Poeltl, B. Brown, I. Quickley	TOR	1	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
T. Young, D. Schroder, P. Siakam, I. Quickley, S. Barnes	TOR	1	2	1	3	33.33333333	1	3	33.3	0	0	0	0	0	0	2	1	3	1	1	0	0	1	1	0	0	0
C. Boucher, B. Brown, I. Quickley, S. Barnes, G. Dick	TOR	1	4	1	1	100	1	2	50	0	1	0	2	2	100	1	1	2	1	0	1	0	0	1	1	0	4
I. Quickley, O. Agbaji, J. Freeman-Liberty, G. Dick, M. Williams	TOR	1	5	2	3	66.66666667	2	3	66.7	0	0	0	1	1	100	1	0	1	0	1	0	0	0	0	1	0	5
C. Boucher, G. Trent Jr., R. Barrett, O. Agbaji, G. Dick	TOR	1	0	0	2	0	0	3	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	-4
D. Schroder, J. Poeltl, B. Brown, I. Quickley, S. Barnes	TOR	1	4	0	1	0	1	2	50	1	1	100	1	1	100	0	0	0	1	0	1	1	0	0	1	0	2
G. Temple, K. Simmons, B. Brown, G. Trent Jr., J. McDaniels	TOR	1	2	0	1	0	0	1	0	0	0	0	2	2	100	1	0	1	0	1	1	0	0	3	2	0	1
D. Schroder, J. Porter, G. Trent Jr., J. McDaniels, S. Barnes	TOR	1	1	0	1	0	0	1	0	0	0	0	1	2	50	0	0	0	0	0	0	0	0	0	1	0	-5
D. Schroder, O. Porter Jr., J. Poeltl, O. Anunoby, C. Boucher	TOR	1	4	2	3	66.66666667	2	3	66.7	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	1	0	4
G. Temple, J. Nwora, O. Agbaji, J. Freeman-Liberty, M. Gueye	TOR	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
G. Temple, K. Simmons, B. Brown, G. Trent Jr., J. Nwora	TOR	1	3	1	4	25	1	4	25	0	0	0	1	2	50	0	0	0	1	0	1	0	2	0	1	0	1
K. Olynyk, R. Barrett, O. Agbaji, S. Barnes, G. Dick	TOR	1	5	1	1	100	2	2	100	1	1	100	0	2	0	0	0	0	2	0	0	0	0	1	1	0	0
J. Poeltl, G. Trent Jr., R. Barrett, S. Barnes, G. Dick	TOR	1	3	1	2	50	1	2	50	0	0	0	1	2	50	1	0	1	1	0	0	0	0	1	1	0	0
O. Anunoby, C. Boucher, G. Trent Jr., J. McDaniels, S. Barnes	TOR	1	3	0	0	0	1	1	100	1	1	100	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0
T. Young, B. Brown, J. Nwora, S. Barnes, G. Dick	TOR	1	4	2	3	66.66666667	2	3	66.7	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0
B. Brown, J. Porter, G. Trent Jr., J. Ramsey, O. Agbaji	TOR	1	2	0	0	0	0	0	0	0	0	0	2	2	100	0	2	2	0	2	0	0	0	0	1	0	-1
J. Poeltl, B. Brown, G. Trent Jr., I. Quickley, O. Agbaji	TOR	1	7	2	2	100	3	3	100	1	1	100	0	0	0	0	2	2	1	0	1	0	0	1	0	0	5
K. Olynyk, C. Boucher, B. Brown, I. Quickley, G. Dick	TOR	1	4	1	1	100	1	2	50	0	1	0	2	2	100	1	1	2	1	0	0	0	0	1	1	0	3
C. Boucher, G. Trent Jr., J. McDaniels, J. Nwora, J. Freeman-Liberty	TOR	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0
J. Poeltl, P. Siakam, G. Trent Jr., R. Barrett, S. Barnes	TOR	1	2	1	2	50	1	2	50	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	-3
J. Porter, J. McDaniels, J. Nwora, I. Quickley, O. Agbaji	TOR	1	4	1	1	100	1	2	50	0	1	0	2	2	100	0	0	0	1	0	0	0	0	0	2	0	2
B. Brown, J. Porter, J. McDaniels, J. Nwora, J. Freeman-Liberty	TOR	1	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	1	1	0	0	0	1	0	0	-1
D. Schroder, B. Brown, J. Porter, R. Barrett, I. Quickley	TOR	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0
J. Poeltl, O. Anunoby, G. Trent Jr., S. Barnes, G. Dick	TOR	1	3	0	1	0	1	2	50	1	1	100	0	0	0	0	1	1	1	1	0	1	1	0	1	0	3
J. Porter, J. McDaniels, J. Nwora, J. Ramsey, I. Quickley	TOR	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	2	2	1	0	0	0	0	1	0	0	2
T. Young, D. Schroder, C. Boucher, R. Barrett, S. Barnes	TOR	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
J. Poeltl, B. Brown, O. Agbaji, S. Barnes, G. Dick	TOR	1	4	2	2	100	2	3	66.7	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0
J. Poeltl, B. Brown, R. Barrett, I. Quickley, S. Barnes	TOR	1	2	0	1	0	0	1	0	0	0	0	2	2	100	0	0	0	0	1	1	0	0	0	1	0	-1
J. Poeltl, B. Brown, R. Barrett, J. Nwora, S. Barnes	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	-5
J. Poeltl, O. Anunoby, M. Flynn, S. Barnes, G. Dick	TOR	1	2	1	3	33.33333333	1	3	33.3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	-2
K. Olynyk, C. Boucher, I. Quickley, O. Agbaji, G. Dick	TOR	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	-2
D. Schroder, P. Siakam, C. Boucher, R. Barrett, S. Barnes	TOR	1	2	0	0	0	0	1	0	0	1	0	2	2	100	0	2	2	0	0	0	0	0	0	1	0	0
J. McDaniels, J. Nwora, O. Agbaji, D. Carton, J. Freeman-Liberty	TOR	1	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5
T. Young, G. Temple, C. Boucher, J. Porter, J. McDaniels	TOR	1	2	1	1	100	1	1	100	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	-3
B. Brown, J. Porter, G. Trent Jr., J. Nwora, S. Barnes	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-2
P. Siakam, O. Anunoby, C. Boucher, P. Achiuwa, M. Flynn	TOR	1	3	0	0	0	1	2	50	1	2	50	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1
T. Young, D. Schroder, B. Brown, G. Trent Jr., R. Barrett	TOR	1	2	1	2	50	1	2	50	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	0	0
T. Young, D. Schroder, P. Siakam, J. McDaniels, I. Quickley	TOR	1	3	0	1	0	1	2	50	1	1	100	0	0	0	0	0	0	1	0	0	0	0	1	0	0	-1
D. Schroder, P. Siakam, C. Boucher, G. Trent Jr., R. Barrett	TOR	1	5	1	3	33.33333333	2	4	50	1	1	100	0	0	0	1	1	2	1	0	1	1	1	0	0	0	5
D. Schroder, P. Siakam, J. Porter, J. McDaniels, I. Quickley	TOR	1	4	0	1	0	0	1	0	0	0	0	4	4	100	0	2	2	0	0	0	0	0	0	2	0	2
D. Schroder, C. Boucher, B. Brown, J. Porter, S. Barnes	TOR	1	2	1	1	100	1	4	25	0	3	0	0	0	0	2	1	3	1	0	0	1	0	0	1	0	2
D. Schroder, G. Trent Jr., J. McDaniels, S. Barnes, G. Dick	TOR	1	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	-4
K. Olynyk, R. Barrett, J. McDaniels, J. Nwora, G. Dick	TOR	1	2	1	1	100	1	2	50	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
T. Young, B. Brown, R. Barrett, I. Quickley, G. Dick	TOR	1	5	0	1	0	1	2	50	1	1	100	2	2	100	1	0	1	1	0	0	0	0	0	1	0	0
D. Schroder, O. Anunoby, C. Boucher, G. Trent Jr., P. Achiuwa	TOR	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-7
B. Brown, J. Porter, G. Trent Jr., I. Quickley, O. Agbaji	TOR	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
D. Schroder, O. Anunoby, C. Boucher, G. Trent Jr., S. Barnes	TOR	1	2	1	2	50	1	3	33.3	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	-1
D. Schroder, P. Siakam, C. Boucher, J. Porter, S. Barnes	TOR	1	4	1	1	100	1	1	100	0	0	0	2	2	100	0	1	1	0	0	0	0	0	0	1	0	2
K. Olynyk, B. Brown, G. Trent Jr., R. Barrett, J. Nwora	TOR	1	4	1	1	100	1	1	100	0	0	0	2	2	100	0	0	0	1	0	0	0	0	0	1	0	1
T. Young, D. Schroder, P. Siakam, R. Barrett, G. Dick	TOR	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	-1
D. Schroder, P. Siakam, O. Anunoby, S. Barnes, G. Dick	TOR	1	2	1	3	33.33333333	1	4	25	0	1	0	0	0	0	1	2	3	1	0	0	0	2	0	0	0	2
K. Olynyk, B. Brown, I. Quickley, D. Carton, G. Dick	TOR	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-2
D. Schroder, J. Poeltl, C. Boucher, G. Trent Jr., G. Dick	TOR	1	3	0	1	0	1	2	50	1	1	100	0	0	0	0	0	0	1	0	0	1	0	3	0	0	-1
G. Trent Jr., J. McDaniels, J. Nwora, I. Quickley, G. Dick	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-4
J. McDaniels, J. Nwora, I. Quickley, J. Freeman-Liberty, M. Williams	TOR	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	-3
J. Porter, G. Trent Jr., I. Quickley, J. Freeman-Liberty, G. Dick	TOR	1	3	0	0	0	1	1	100	1	1	100	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
